1	18.8542457	0.6447391	4.9013914	3.8607777	0.0000000	0.0000000	0.0000000	1.6977860	2.5076527	3.7757148	5.4824018	64.4260907	19.8848043	3.6400315	0.4543721	2.1178484	1.2397288	498.1460257	624.1155976	7.5944076	935.6363689	9.9152308	0.5000000	0.8343618	1
2	9.8775134	1.0183904	2.7475402	2.5627879	0.0000000	0.0000000	0.0000000	1.2829047	4.3763826	9.4577004	8.5777289	71.8233213	10.9662957	2.7084271	0.8116974	1.7431557	0.9137903	789.3879270	687.8705532	8.3195606	1020.8471261	14.5758729	0.5000000	0.9228869	1
3	40.3440122	0.3021546	0.4959833	0.7658767	0.0000000	0.0000000	0.0000000	1.1093080	6.9189610	11.1240986	2.0603475	53.9581503	3.7318075	6.2732396	0.8519405	7.3816913	0.5667071	609.1289105	641.6819797	10.8882468	1161.0053717	7.9064793	0.5000000	1.5002740	1
4	18.4100552	0.5717800	1.0711569	1.8522632	0.0000000	0.0000000	0.0000000	0.9874243	0.9437702	2.8914125	0.7333742	46.9272118	5.3597779	1.4738117	11.8658266	16.3042278	0.8486760	0.0000020	183.7961029	10.1385849	122.5081777	0.4767863	0.5000000	0.2853294	1
5	17.8485169	0.5469235	0.9157121	2.2057387	0.0000000	0.0000000	0.0000000	0.9754357	1.1405813	3.8492361	0.6807723	48.9477083	6.8250320	2.1192945	10.5790020	12.5397446	0.9671035	0.0000020	175.0398936	10.2721999	152.2787883	0.4826490	0.5000000	0.2830073	1
6	17.4756184	0.5304172	0.8124865	2.4404697	0.0000000	0.0000000	0.0000000	0.9674745	1.2712768	4.4852943	0.6458412	50.2894516	7.7980576	2.5479376	9.7244654	10.0398788	1.0457472	0.0000020	169.2251917	10.7716444	132.3790450	0.4304764	0.5000000	0.2853692	1
7	38.3900299	0.0000000	5.5328989	3.4612672	0.0000000	0.0000000	0.0000000	0.4659166	0.6054870	2.5476925	4.9566994	31.6073971	12.9491539	2.6962819	2.5033128	10.5254908	1.3007784	21.0932772	419.6607188	3.6548251	797.0753363	7.5970113	0.5000000	1.5347959	1
8	33.2856140	0.0000000	4.8533487	2.3153546	0.0000000	0.0000000	0.0000000	0.0000000	2.3375106	3.1382074	12.8260775	26.8859291	10.0669222	1.3959526	4.7347836	19.2662563	0.0000000	422.1765816	500.6081296	5.9688508	899.0931174	8.4677413	0.5000000	1.7384692	1
9	37.7425461	0.0000000	0.0000000	0.4386516	0.0000000	0.0000000	0.0000000	0.0000000	1.5017415	8.2660694	14.1923056	11.6697245	24.2254391	11.5807743	3.5332518	22.2472248	0.0000000	1123.1364355	691.3837934	8.3856115	1290.0424765	12.2749458	0.5000000	1.4171273	1
10	21.7322297	0.0000000	0.0000000	0.4195431	0.0000000	0.0000000	0.0000000	8.5516884	2.6999191	5.5726152	2.8155040	35.3370005	11.1486080	3.6381300	5.8406226	15.7793315	0.0000000	1100.3933528	677.0038412	10.5478410	1306.5264972	10.6798231	0.5000000	1.2828092	1
11	21.2293165	0.0000000	0.0000000	0.4091960	0.0000000	0.0000000	0.0000000	9.0420532	2.6497100	5.0359477	2.9479217	35.6496954	11.0796345	3.9924752	6.3929784	15.9439885	0.0000000	1154.0143870	686.0898505	10.2321309	1416.8571170	12.1257919	0.5000000	1.4310273	1
