1	6.6	2.1	6	11.72984804	7.2
2	5.9	0.8	2	0	6.9
3	5.6	0.8	3	17.12557551	6.8
4	6.4	0.8	2	21.30749016	7.1
5	5.6	0.9	2	5.998847142	6.6
6	5.9	0.7	2	0	6.8
7	5.8	0.7	2	0	6.7
8	6	0.9	3	14.02215531	6.9
9	6.9	1	7	19.37554841	nan
10	7.1	0.6	3	27.63932444	nan
11	5.6	0.9	2	0	6.8
12	5.7	0.8	3	27.42997204	6.5
13	6	1	2	0	6.9
14	6.1	0.8	3	9.798868822	6.8
15	5.7	1.2	3	5.909663583	6.6
16	7.1	0.7	3	25.01781162	nan
